beacon_id,rssi,timestamp,userid
11,-80,1543020343,0
12,-71,1543020343,0
1,-87,1543020344,0
3,-54,1543020344,0
4,-54,1543020344,0
5,-59,1543020344,0
6,-83,1543020344,0
7,-85,1543020344,0
8,-87,1543020344,0
9,-59,1543020344,0
10,-63,1543020344,0
11,-51,1543020344,0
12,-77,1543020344,0
1,-67,1543020345,0
3,-75,1543020345,0
4,-78,1543020345,0
5,-70,1543020345,0
6,-66,1543020345,0
7,-51,1543020345,0
8,-53,1543020345,0
9,-61,1543020345,0
10,-72,1543020345,0
11,-70,1543020345,0
12,-87,1543020345,0
1,-85,1543020346,0
3,-54,1543020346,0
4,-68,1543020346,0
5,-51,1543020346,0
6,-78,1543020346,0
7,-54,1543020346,0
8,-79,1543020346,0
9,-72,1543020346,0
10,-56,1543020346,0
11,-74,1543020346,0
12,-66,1543020346,0
1,-57,1543020347,0
3,-63,1543020347,0
4,-65,1543020347,0
5,-65,1543020347,0
6,-68,1543020347,0
7,-75,1543020347,0
8,-84,1543020347,0
9,-89,1543020347,0
10,-51,1543020347,0
11,-87,1543020347,0
12,-89,1543020347,0
1,-58,1543020348,0
3,-80,1543020348,0
4,-57,1543020348,0
5,-71,1543020348,0
6,-76,1543020348,0
7,-61,1543020348,0
8,-56,1543020348,0
9,-64,1543020348,0
10,-85,1543020348,0
11,-74,1543020348,0
12,-72,1543020348,0
1,-77,1543020349,0
3,-90,1543020349,0
4,-58,1543020349,0
5,-78,1543020349,0
6,-59,1543020349,0
7,-64,1543020349,0
8,-85,1543020349,0
9,-70,1543020349,0
10,-61,1543020349,0
11,-74,1543020349,0
12,-71,1543020349,0
1,-54,1543020350,0
3,-66,1543020350,0
4,-60,1543020350,0
5,-56,1543020350,0
6,-61,1543020350,0
7,-82,1543020350,0
8,-88,1543020350,0
9,-65,1543020350,0
10,-68,1543020350,0
11,-79,1543020350,0
12,-65,1543020350,0
1,-67,1543020351,0
3,-77,1543020351,0
4,-63,1543020351,0
5,-81,1543020351,0
6,-65,1543020351,0
7,-54,1543020351,0
8,-85,1543020351,0
9,-60,1543020351,0
10,-79,1543020351,0
11,-67,1543020351,0
12,-72,1543020351,0
1,-55,1543020352,0
3,-72,1543020352,0
4,-81,1543020352,0
5,-50,1543020352,0
6,-50,1543020352,0
7,-79,1543020352,0
8,-70,1543020352,0
9,-50,1543020352,0
10,-80,1543020352,0
11,-68,1543020352,0
12,-50,1543020352,0
1,-63,1543020353,0
3,-83,1543020353,0
4,-90,1543020353,0
5,-63,1543020353,0
6,-51,1543020353,0
7,-86,1543020353,0
8,-83,1543020353,0
9,-90,1543020353,0
10,-85,1543020353,0
11,-59,1543020353,0
12,-51,1543020353,0
1,-85,1543020354,0
3,-68,1543020354,0
4,-59,1543020354,0
5,-87,1543020354,0
6,-61,1543020354,0
7,-55,1543020354,0
8,-85,1543020354,0
9,-73,1543020354,0
10,-59,1543020354,0
11,-63,1543020354,0
12,-59,1543020354,0
1,-54,1543020355,0
3,-66,1543020355,0
4,-67,1543020355,0
5,-79,1543020355,0
6,-72,1543020355,0
7,-72,1543020355,0
8,-57,1543020355,0
9,-88,1543020355,0
10,-84,1543020355,0
11,-69,1543020355,0
12,-84,1543020355,0
1,-50,1543020356,0
3,-76,1543020356,0
4,-68,1543020356,0
5,-86,1543020356,0
6,-54,1543020356,0
7,-83,1543020356,0
8,-86,1543020356,0
9,-70,1543020356,0
10,-90,1543020356,0
11,-85,1543020356,0
12,-54,1543020356,0
1,-69,1543020357,0
3,-90,1543020357,0
4,-75,1543020357,0
5,-65,1543020357,0
6,-53,1543020357,0
7,-69,1543020357,0
8,-58,1543020357,0
9,-78,1543020357,0
10,-85,1543020357,0
11,-69,1543020357,0
12,-74,1543020357,0
1,-75,1543020358,0
3,-81,1543020358,0
4,-68,1543020358,0
5,-63,1543020358,0
6,-68,1543020358,0
7,-58,1543020358,0
8,-78,1543020358,0
9,-67,1543020358,0
