userid,timestamp,x,y
0,1543091339,3.0,21.05
0,1543091340,4.0,15.0
0,1543091341,16.0,15.26
0,1543091342,4.5,1.1
0,1543091343,17.4,21.42
0,1543091344,13.0,6.0
0,1543091345,3.0,21.05
0,1543091346,3.0,21.05
0,1543091347,4.5,1.1
0,1543091348,3.0,21.05
0,1543091349,4.0,15.0
0,1543091350,3.0,21.05
0,1543091351,3.0,21.05
0,1543091352,3.5,6.5
0,1543091353,4.5,1.1
0,1543091354,4.5,1.1
0,1543091355,17.4,21.42
0,1543091356,7.0,15.29
0,1543091357,17.3,3.2
0,1543091358,17.4,21.42
0,1543091359,7.0,15.29
0,1543091360,10.0,15.31
0,1543091361,7.0,15.29
0,1543091362,17.3,3.2
0,1543091363,3.0,21.05
0,1543091364,3.0,21.05
0,1543091365,17.3,3.2
0,1543091366,17.3,3.2
0,1543091367,16.0,15.26
0,1543091368,16.0,15.26
0,1543091369,17.3,3.2
0,1543091370,13.0,6.0
0,1543091371,13.0,6.0
0,1543091372,13.0,6.0
0,1543091373,17.4,21.42
0,1543091374,10.0,15.31
0,1543091375,10.0,15.31
0,1543091376,16.0,15.26
0,1543091377,16.0,15.26
0,1543091378,16.0,15.26
0,1543091379,16.0,15.26
0,1543091380,17.3,3.2
0,1543091381,13.0,6.0
0,1543091382,13.0,6.0
0,1543091383,16.0,15.26
0,1543091384,17.4,21.42
0,1543091385,17.4,21.42
0,1543091386,17.4,21.42
0,1543091387,17.4,21.42
0,1543091388,17.4,21.42
0,1543091389,17.4,21.42
0,1543091390,17.4,21.42
0,1543091391,3.0,21.05
0,1543091392,3.0,21.05
0,1543091393,3.0,21.05
0,1543091394,3.0,21.05
0,1543091395,3.0,21.05
0,1543091412,4.0,15.0
0,1543091413,16.0,15.26
0,1543091414,13.0,6.0
0,1543091415,17.4,21.42
0,1543091416,17.4,21.42
0,1543091417,7.0,15.29
0,1543091418,7.0,15.29
0,1543091419,16.0,15.26
0,1543091420,17.3,3.2
0,1543091421,3.5,6.5
0,1543091422,17.3,3.2
0,1543091423,4.0,15.0
0,1543091424,16.0,15.26
0,1543091425,16.0,15.26
0,1543091426,7.0,15.29
0,1543091427,7.0,15.29
0,1543091428,3.5,6.5
0,1543091429,17.4,21.42
0,1543091430,7.0,15.29
0,1543091431,17.3,3.2
0,1543091432,17.3,3.2
0,1543091433,16.0,15.26
0,1543091434,16.0,15.26
0,1543091435,16.0,15.26
0,1543091436,16.0,15.26
0,1543091437,4.0,15.0
0,1543091438,4.0,15.0
0,1543091439,4.0,15.0
0,1543091440,17.4,21.42
0,1543091441,7.0,15.29
0,1543091442,7.0,15.29
0,1543091443,7.0,15.29
0,1543091444,16.0,15.26
0,1543091445,17.3,3.2
0,1543091446,3.5,6.5
0,1543091447,7.0,15.29
0,1543091448,3.5,6.5
0,1543091449,17.4,21.42
0,1543091450,13.2,15.34
0,1543091451,3.5,6.5
0,1543091452,3.5,6.5
0,1543091453,17.4,21.42
0,1543091454,17.4,21.42
0,1543091455,4.0,15.0
0,1543091456,3.5,6.5
0,1543091457,3.0,21.05
0,1543091458,3.0,21.05
0,1543091459,13.0,6.0
0,1543091460,3.5,6.5
0,1543091461,13.0,6.0
0,1543091462,3.0,21.05
0,1543091463,17.3,3.2
0,1543091464,7.0,15.29
0,1543091465,7.0,15.29
0,1543091466,4.0,15.0
0,1543091467,4.0,15.0
0,1543091468,4.0,15.0
0,1543091469,3.5,6.5
0,1543091470,17.4,21.42
0,1543091471,16.0,15.26
0,1543091472,3.5,6.5
0,1543091473,16.0,15.26
0,1543091474,17.3,3.2
0,1543091475,4.0,15.0
0,1543091476,3.0,21.05
0,1543091477,17.3,3.2
0,1543091478,4.5,1.1
0,1543091479,3.5,6.5
0,1543091480,17.4,21.42
0,1543091481,3.5,6.5
0,1543091482,3.0,21.05
0,1543091483,4.0,15.0
0,1543091484,13.0,6.0
0,1543091485,3.0,21.05
0,1543091486,17.3,3.2
0,1543091487,17.3,3.2
0,1543091488,3.0,21.05
0,1543091489,4.5,1.1
0,1543091490,4.5,1.1
0,1543091491,4.5,1.1
0,1543091492,3.5,6.5
0,1543091493,17.3,3.2
0,1543091494,3.5,6.5
0,1543091495,4.5,1.1
0,1543091496,3.5,6.5
0,1543091497,4.5,1.1
0,1543091498,17.3,3.2
0,1543091499,17.3,3.2
0,1543091500,13.2,15.34
0,1543091501,13.0,6.0
0,1543091502,17.3,3.2
0,1543091503,3.0,21.05
0,1543091504,3.0,21.05
0,1543091505,17.4,21.42
0,1543091506,13.0,6.0
0,1543091507,13.0,6.0
0,1543091508,13.0,6.0
0,1543091509,17.4,21.42
0,1543091510,13.0,6.0
0,1543091511,17.4,21.42
0,1543091512,17.4,21.42
0,1543091513,13.0,6.0
0,1543091514,13.0,6.0
0,1543091515,17.4,21.42
0,1543091516,13.0,6.0
0,1543091517,13.0,6.0
0,1543091518,7.0,15.29
0,1543091519,13.0,6.0
0,1543091520,16.0,15.26
0,1543091521,16.0,15.26
0,1543091522,16.0,15.26
0,1543091523,17.4,21.42
0,1543091621,3.0,21.05
0,1543091622,13.0,6.0
0,1543091623,3.5,6.5
0,1543091624,13.0,6.0
0,1543091625,7.0,15.29
0,1543091626,17.4,21.42
0,1543091627,13.0,6.0
0,1543091628,13.2,15.34
0,1543091629,13.2,15.34
0,1543091630,7.0,15.29
0,1543091631,16.0,15.26
0,1543091632,17.3,3.2
0,1543091633,13.0,6.0
0,1543091634,17.4,21.42
0,1543091635,7.0,15.29
0,1543091636,10.0,15.31
0,1543091637,17.4,21.42
0,1543091638,7.0,15.29
0,1543091639,17.4,21.42
0,1543091640,7.0,15.29
0,1543091641,7.0,15.29
0,1543091642,3.0,21.05
0,1543091643,17.4,21.42
0,1543091644,17.4,21.42
0,1543091645,17.4,21.42
0,1543091646,3.5,6.5
0,1543091647,17.4,21.42
0,1543091648,7.0,15.29
0,1543091649,17.4,21.42
0,1543091650,17.4,21.42
0,1543091651,7.0,15.29
0,1543091652,7.0,15.29
0,1543091653,17.3,3.2
0,1543091654,3.5,6.5
0,1543091655,3.5,6.5
0,1543091656,10.0,15.31
0,1543091657,4.0,15.0
0,1543091658,17.4,21.42
0,1543091659,16.0,15.26
0,1543091660,3.5,6.5
0,1543091661,3.5,6.5
0,1543091662,4.0,15.0
0,1543091663,3.5,6.5
0,1543091664,17.4,21.42
0,1543091665,7.0,15.29
0,1543091666,7.0,15.29
0,1543091667,7.0,15.29
0,1543091668,4.0,15.0
0,1543091669,4.0,15.0
0,1543091670,7.0,15.29
0,1543091671,17.3,3.2
0,1543091672,17.4,21.42
0,1543091673,4.0,15.0
0,1543091674,3.5,6.5
0,1543091675,4.5,1.1
0,1543091676,3.5,6.5
0,1543091677,17.3,3.2
0,1543091678,17.3,3.2
0,1543091679,3.5,6.5
0,1543091680,17.3,3.2
0,1543091681,13.0,6.0
0,1543091682,13.0,6.0
0,1543091683,7.0,15.29
0,1543091684,13.0,6.0
0,1543091685,13.0,6.0
0,1543091686,3.0,21.05
0,1543091687,3.5,6.5
0,1543091688,3.0,21.05
0,1543091689,4.5,1.1
0,1543091690,3.5,6.5
0,1543091691,3.5,6.5
0,1543091692,13.0,6.0
0,1543091693,3.0,21.05
0,1543091694,3.0,21.05
0,1543091695,17.3,3.2
0,1543091696,4.5,1.1
0,1543091697,7.0,15.29
0,1543091698,7.0,15.29
0,1543091699,13.0,6.0
0,1543091700,13.0,6.0
0,1543091701,13.0,6.0
0,1543091702,13.0,6.0
0,1543091703,4.5,1.1
0,1543091704,17.3,3.2
0,1543091705,13.0,6.0
0,1543091706,13.0,6.0
0,1543091707,4.5,1.1
0,1543091708,3.5,6.5
0,1543091709,17.4,21.42
0,1543091710,3.0,21.05
0,1543091711,3.0,21.05
0,1543091712,3.0,21.05
0,1543091713,4.5,1.1
0,1543091714,17.3,3.2
0,1543091715,17.3,3.2
0,1543091716,3.5,6.5
0,1543091717,3.0,21.05
0,1543091718,17.4,21.42
0,1543091719,17.4,21.42
0,1543091720,17.3,3.2
0,1543091721,4.0,15.0
0,1543091722,17.3,3.2
0,1543091723,7.0,15.29
0,1543091724,3.5,6.5
0,1543091725,13.0,6.0
0,1543091726,17.4,21.42
0,1543091727,3.0,21.05
0,1543091728,16.0,15.26
0,1543091729,17.3,3.2
0,1543091730,3.0,21.05
0,1543091731,17.4,21.42
0,1543091732,3.5,6.5
0,1543091733,17.3,3.2
0,1543091734,3.5,6.5
0,1543091735,17.3,3.2
0,1543091736,17.4,21.42
0,1543091737,3.5,6.5
0,1543091738,3.5,6.5
0,1543091739,3.5,6.5
0,1543091740,3.5,6.5
0,1543091741,17.4,21.42
0,1543091742,17.4,21.42
0,1543091743,17.4,21.42
0,1543091744,3.5,6.5
0,1543091745,3.5,6.5
0,1543091746,3.5,6.5
0,1543091747,3.5,6.5
0,1543091748,3.5,6.5
0,1543091749,3.5,6.5
0,1543091750,17.4,21.42
0,1543091751,17.4,21.42
0,1543091752,17.4,21.42
0,1543091753,17.4,21.42
0,1543091754,17.4,21.42
0,1543091755,17.4,21.42
0,1543091756,17.4,21.42
0,1543091757,17.4,21.42
0,1543091758,17.4,21.42
0,1543091759,17.4,21.42
0,1543091760,3.5,6.5
0,1543091761,3.5,6.5
0,1543091762,3.5,6.5
0,1543091763,3.5,6.5
0,1543091764,3.5,6.5
0,1543091765,3.5,6.5
0,1543091766,3.5,6.5
0,1543091767,3.5,6.5
0,1543091768,3.5,6.5
0,1543091769,3.5,6.5
0,1543091770,3.5,6.5
0,1543091771,3.5,6.5
0,1543091772,3.5,6.5
0,1543091773,3.5,6.5
0,1543091774,3.5,6.5
0,1543091775,3.5,6.5
0,1543091776,3.5,6.5
0,1543091777,3.5,6.5
0,1543091778,7.0,15.29
0,1543091779,7.0,15.29
0,1543091780,7.0,15.29
0,1543091781,7.0,15.29
0,1543091782,7.0,15.29
0,1543091783,7.0,15.29
0,1543092983,3.5,6.5
0,1543092984,13.2,15.34
0,1543092985,4.0,15.0
0,1543092986,3.0,21.05
0,1543092987,17.3,3.2
0,1543092988,3.0,21.05
0,1543092989,17.3,3.2
0,1543092990,13.0,6.0
0,1543092991,7.0,15.29
0,1543092992,17.3,3.2
0,1543092993,13.0,6.0
0,1543092994,13.0,6.0
0,1543092995,4.0,15.0
0,1543092996,7.0,15.29
0,1543092997,4.0,15.0
0,1543092998,3.0,21.05
0,1543092999,7.0,15.29
0,1543093000,4.5,1.1
0,1543093001,4.5,1.1
0,1543093002,13.2,15.34
0,1543093003,17.4,21.42
0,1543093004,4.0,15.0
0,1543093005,7.0,15.29
0,1543093006,7.0,15.29
0,1543093007,3.5,6.5
0,1543093008,3.5,6.5
0,1543093009,7.0,15.29
0,1543093010,3.5,6.5
0,1543093011,13.0,6.0
0,1543093012,3.5,6.5
0,1543093013,4.5,1.1
0,1543093014,3.5,6.5
0,1543093015,13.0,6.0
0,1543093016,16.0,15.26
0,1543093017,17.3,3.2
0,1543093018,3.0,21.05
0,1543093019,3.0,21.05
0,1543093020,16.0,15.26
0,1543093021,17.4,21.42
0,1543093022,17.4,21.42
0,1543093023,17.3,3.2
0,1543093024,3.0,21.05
0,1543093025,17.3,3.2
0,1543093026,17.4,21.42
0,1543093027,13.0,6.0
0,1543093028,3.5,6.5
0,1543093029,13.0,6.0
0,1543093030,4.5,1.1
0,1543093031,13.0,6.0
0,1543093032,3.0,21.05
0,1543093033,7.0,15.29
0,1543093034,3.0,21.05
0,1543093035,3.5,6.5
0,1543093036,3.0,21.05
0,1543093037,3.0,21.05
0,1543093038,13.0,6.0
0,1543093039,3.5,6.5
0,1543093040,13.0,6.0
0,1543093041,3.5,6.5
0,1543093042,17.3,3.2
0,1543093043,17.3,3.2
0,1543093044,3.5,6.5
0,1543093045,3.5,6.5
0,1543093046,3.5,6.5
0,1543093047,17.4,21.42
0,1543093048,17.3,3.2
0,1543093049,17.3,3.2
0,1543093050,7.0,15.29
0,1543093051,17.3,3.2
0,1543093052,13.0,6.0
0,1543093053,17.3,3.2
0,1543093054,13.0,6.0
0,1543093055,17.4,21.42
0,1543093056,17.4,21.42
0,1543093057,17.3,3.2
0,1543093058,3.5,6.5
0,1543093059,16.0,15.26
0,1543093060,3.0,21.05
0,1543093061,3.5,6.5
0,1543093062,13.0,6.0
0,1543093063,17.3,3.2
0,1543093064,17.3,3.2
0,1543093065,17.3,3.2
0,1543093066,3.5,6.5
0,1543093067,17.3,3.2
0,1543093068,17.3,3.2
0,1543093069,16.0,15.26
0,1543093070,3.5,6.5
0,1543093071,17.3,3.2
0,1543093072,13.0,6.0
0,1543093073,13.0,6.0
0,1543093074,13.0,6.0
0,1543093075,13.0,6.0
0,1543093076,17.4,21.42
0,1543093077,3.5,6.5
0,1543093078,17.4,21.42
0,1543093079,17.4,21.42
0,1543093080,3.5,6.5
0,1543093081,16.0,15.26
0,1543093082,7.0,15.29
0,1543093083,3.0,21.05
0,1543093084,17.4,21.42
0,1543093085,17.3,3.2
0,1543093086,16.0,15.26
0,1543093087,17.4,21.42
0,1543093088,17.4,21.42
0,1543093089,3.5,6.5
0,1543093090,3.0,21.05
0,1543093091,17.4,21.42
0,1543093092,3.5,6.5
0,1543093093,3.0,21.05
0,1543093094,16.0,15.26
0,1543093095,17.4,21.42
0,1543093096,17.4,21.42
0,1543093097,17.4,21.42
0,1543093098,4.0,15.0
0,1543093099,4.0,15.0
0,1543093100,17.4,21.42
0,1543093101,17.4,21.42
0,1543093102,17.4,21.42
0,1543093103,17.4,21.42
0,1543093104,17.4,21.42
0,1543093105,17.4,21.42
0,1543093106,3.5,6.5
0,1543093107,17.4,21.42
0,1543093108,17.4,21.42
0,1543093109,3.5,6.5
0,1543093110,3.5,6.5
0,1543093111,4.0,15.0
0,1543093112,3.5,6.5
0,1543093113,3.5,6.5
0,1543093114,17.4,21.42
0,1543093115,17.4,21.42
0,1543093116,17.4,21.42
0,1543093117,17.4,21.42
0,1543093118,17.4,21.42
0,1543093119,17.4,21.42
0,1543093120,17.4,21.42
0,1543093121,17.4,21.42
0,1543093122,17.4,21.42
0,1543093123,17.4,21.42
0,1543093124,17.4,21.42
0,1543093125,17.4,21.42
0,1543093126,17.4,21.42
0,1543093127,17.4,21.42
0,1543093128,3.5,6.5
0,1543093129,3.5,6.5
0,1543093130,3.5,6.5
0,1543093131,3.5,6.5
0,1543093132,3.5,6.5
0,1543093133,3.5,6.5
0,1543093134,4.0,15.0
0,1543093135,4.0,15.0
0,1543093136,4.0,15.0
0,1543093137,4.0,15.0
0,1543093138,4.0,15.0
0,1543093139,4.0,15.0
0,1543093140,4.0,15.0
0,1543093141,4.0,15.0
0,1543093142,4.0,15.0
0,1543093143,7.0,15.29
0,1543093144,7.0,15.29
0,1543093145,7.0,15.29
0,1543093146,17.3,3.2
0,1543093147,7.0,15.29
0,1543093148,7.0,15.29
0,1543093149,7.0,15.29
0,1543093150,7.0,15.29
0,1543093151,7.0,15.29
0,1543093152,7.0,15.29
0,1543093153,7.0,15.29
0,1543093154,7.0,15.29
0,1543093155,7.0,15.29
0,1543093156,7.0,15.29
0,1543093157,7.0,15.29
0,1543093158,7.0,15.29
0,1543093159,7.0,15.29
0,1543093160,16.0,15.26
0,1543093161,16.0,15.26
0,1543093162,16.0,15.26
0,1543093163,16.0,15.26
0,1543093164,7.0,15.29
0,1543093165,16.0,15.26
0,1543093166,16.0,15.26
0,1543093167,16.0,15.26
0,1543093168,16.0,15.26
0,1543093169,7.0,15.29
0,1543093170,7.0,15.29
0,1543093171,7.0,15.29
0,1543093172,7.0,15.29
0,1543093173,7.0,15.29
0,1543093174,7.0,15.29
0,1543093175,7.0,15.29
0,1543093176,7.0,15.29
0,1543093177,16.0,15.26
0,1543093178,7.0,15.29
0,1543093200,4.0,15.0
0,1543093201,13.0,6.0
0,1543093202,13.0,6.0
0,1543093203,16.0,15.26
0,1543093204,3.0,21.05
0,1543093205,17.4,21.42
0,1543093206,3.0,21.05
0,1543093207,3.5,6.5
0,1543093208,17.3,3.2
0,1543093209,3.0,21.05
0,1543093210,7.0,15.29
0,1543093211,17.4,21.42
0,1543093212,16.0,15.26
0,1543093213,4.5,1.1
0,1543093214,3.0,21.05
0,1543093215,3.0,21.05
0,1543093216,16.0,15.26
0,1543093217,16.0,15.26
0,1543093218,4.0,15.0
0,1543093219,17.4,21.42
0,1543093220,17.3,3.2
0,1543093221,17.4,21.42
0,1543093222,3.0,21.05
0,1543093223,13.0,6.0
0,1543093224,17.4,21.42
0,1543093225,17.4,21.42
0,1543093226,13.2,15.34
0,1543093227,13.2,15.34
0,1543093228,13.2,15.34
0,1543093229,3.5,6.5
0,1543093230,13.0,6.0
0,1543093231,13.0,6.0
0,1543093232,16.0,15.26
0,1543093233,13.0,6.0
0,1543093234,17.4,21.42
0,1543093235,3.0,21.05
0,1543093236,4.5,1.1
0,1543093237,13.0,6.0
0,1543093238,4.5,1.1
0,1543093239,13.0,6.0
0,1543093240,13.0,6.0
0,1543093241,3.5,6.5
0,1543093242,3.0,21.05
0,1543093243,3.5,6.5
0,1543093244,4.5,1.1
0,1543093245,4.5,1.1
0,1543093246,4.5,1.1
