userid,timestamp,pos
0,1543020317,"(16, 15)"
0,1543020318,"(17, 21)"
0,1543020319,"(3, 6)"
0,1543020320,"(16, 15)"
0,1543020321,"(16, 15)"
0,1543020322,"(13, 6)"
0,1543020323,"(4, 15)"
0,1543020324,"(10, 15)"
0,1543020325,"(13, 6)"
0,1543020326,"(13, 15)"
0,1543020327,"(16, 15)"
0,1543020328,"(4, 1)"
0,1543020329,"(3, 21)"
0,1543020330,"(16, 15)"
0,1543020331,"(17, 3)"
0,1543020332,"(13, 15)"
0,1543020333,"(3, 21)"
0,1543020334,"(13, 15)"
0,1543020335,"(3, 6)"
0,1543020336,"(7, 15)"
0,1543020337,"(3, 6)"
0,1543020338,"(13, 15)"
0,1543020339,"(13, 6)"
0,1543020340,"(4, 1)"
0,1543020341,"(3, 21)"
0,1543020342,"(16, 15)"
0,1543020343,"(4, 15)"
0,1543020344,"(16, 15)"
0,1543020345,"(7, 15)"
0,1543020346,"(4, 15)"
0,1543020347,"(4, 15)"
0,1543020348,"(10, 15)"
0,1543020349,"(3, 21)"
0,1543020350,"(13, 6)"
0,1543020351,"(17, 21)"
0,1543020352,"(17, 3)"
0,1543020353,"(10, 15)"
0,1543020354,"(3, 6)"
0,1543020355,"(17, 21)"
0,1543020356,"(17, 3)"
0,1543020357,"(4, 15)"
0,1543020358,"(4, 15)"
0,1543020359,"(4, 15)"
0,1543020360,"(7, 15)"
0,1543020361,"(3, 6)"
0,1543020362,"(13, 6)"
0,1543020363,"(4, 1)"
0,1543020364,"(16, 15)"
0,1543020365,"(17, 3)"
0,1543020366,"(3, 21)"
0,1543020367,"(4, 1)"
0,1543020368,"(17, 21)"
0,1543020369,"(16, 15)"
0,1543020370,"(7, 15)"
0,1543020371,"(13, 15)"
0,1543020372,"(17, 3)"
0,1543020373,"(17, 3)"
0,1543020374,"(4, 15)"
0,1543020375,"(17, 21)"
0,1543020376,"(4, 15)"
0,1543020377,"(10, 15)"
0,1543020378,"(3, 21)"
0,1543020379,"(3, 6)"
0,1543020380,"(13, 6)"
0,1543020381,"(13, 15)"
0,1543020382,"(3, 21)"
0,1543020383,"(17, 21)"
0,1543020384,"(13, 6)"
0,1543020385,"(13, 15)"
0,1543020386,"(7, 15)"
0,1543020387,"(17, 21)"
0,1543020388,"(17, 3)"
0,1543020389,"(10, 15)"
0,1543020390,"(16, 15)"
0,1543020391,"(13, 6)"
0,1543020392,"(10, 15)"
0,1543020393,"(16, 15)"
0,1543020394,"(4, 1)"
0,1543020395,"(17, 3)"
0,1543020396,"(4, 1)"
0,1543020397,"(4, 1)"
0,1543020398,"(7, 15)"
0,1543020399,"(13, 6)"
0,1543020400,"(4, 15)"
0,1543020401,"(7, 15)"
0,1543020402,"(17, 21)"
0,1543020403,"(10, 15)"
0,1543020404,"(4, 15)"
0,1543020405,"(16, 15)"
0,1543020406,"(16, 15)"
0,1543020407,"(7, 15)"
0,1543020408,"(16, 15)"
0,1543020409,"(13, 6)"
0,1543020410,"(7, 15)"
0,1543020411,"(13, 15)"
0,1543020412,"(4, 15)"
0,1543020413,"(17, 3)"
0,1543020414,"(10, 15)"
0,1543020415,"(16, 15)"
0,1543020416,"(17, 3)"
0,1543020417,"(4, 1)"
0,1543020418,"(4, 1)"
0,1543020419,"(16, 15)"
0,1543020420,"(17, 3)"
0,1543020421,"(3, 6)"
0,1543020422,"(17, 3)"
0,1543020423,"(3, 6)"
0,1543020424,"(7, 15)"
0,1543020425,"(4, 15)"
0,1543020426,"(10, 15)"
0,1543020427,"(17, 21)"
0,1543020428,"(10, 15)"
0,1543020429,"(3, 6)"
0,1543020430,"(4, 1)"
0,1543020431,"(3, 21)"
0,1543020432,"(13, 6)"
0,1543020433,"(10, 15)"
0,1543020434,"(17, 3)"
0,1543020435,"(13, 6)"
0,1543020436,"(17, 21)"
0,1543020437,"(17, 21)"
0,1543020438,"(10, 15)"
0,1543020439,"(17, 3)"
0,1543020440,"(17, 3)"
0,1543020441,"(3, 6)"
0,1543020442,"(4, 1)"
0,1543020443,"(17, 21)"
0,1543020444,"(3, 6)"
0,1543020445,"(4, 1)"
0,1543020446,"(3, 6)"
0,1543020447,"(13, 6)"
0,1543020448,"(4, 1)"
0,1543020449,"(4, 1)"
0,1543020450,"(10, 15)"
0,1543020451,"(3, 6)"
0,1543020452,"(4, 15)"
0,1543020453,"(4, 15)"
0,1543020454,"(13, 15)"
0,1543020455,"(4, 1)"
0,1543020456,"(4, 15)"
0,1543020457,"(7, 15)"
0,1543020458,"(13, 15)"
0,1543020459,"(4, 15)"
0,1543020460,"(16, 15)"
0,1543020461,"(10, 15)"
0,1543020462,"(4, 15)"
0,1543020463,"(16, 15)"
0,1543020464,"(13, 6)"
0,1543020465,"(4, 15)"
0,1543020466,"(17, 3)"
0,1543020467,"(16, 15)"
0,1543020468,"(16, 15)"
0,1543020469,"(17, 3)"
0,1543020470,"(4, 15)"
0,1543020471,"(4, 1)"
0,1543020472,"(7, 15)"
0,1543020473,"(16, 15)"
0,1543020474,"(13, 6)"
0,1543020475,"(13, 6)"
0,1543020476,"(17, 3)"
0,1543020477,"(4, 1)"
0,1543020478,"(10, 15)"
0,1543020479,"(7, 15)"
0,1543020480,"(17, 21)"
0,1543020481,"(13, 6)"
0,1543020482,"(3, 21)"
0,1543020483,"(4, 1)"
0,1543020484,"(7, 15)"
0,1543020485,"(3, 21)"
0,1543020486,"(17, 21)"
0,1543020487,"(13, 15)"
0,1543020488,"(17, 3)"
0,1543020489,"(16, 15)"
0,1543020490,"(13, 15)"
0,1543020491,"(17, 3)"
0,1543020492,"(17, 3)"
0,1543020493,"(16, 15)"
0,1543020494,"(13, 6)"
0,1543020495,"(4, 1)"
0,1543020496,"(4, 15)"
0,1543020497,"(7, 15)"
0,1543020498,"(17, 21)"
0,1543020499,"(10, 15)"
0,1543020500,"(16, 15)"
0,1543020501,"(10, 15)"
0,1543020502,"(7, 15)"
0,1543020503,"(17, 21)"
0,1543020504,"(16, 15)"
0,1543020505,"(3, 6)"
0,1543020506,"(7, 15)"
0,1543020507,"(7, 15)"
0,1543020508,"(4, 1)"
0,1543020509,"(13, 6)"
0,1543020510,"(13, 6)"
0,1543020511,"(16, 15)"
0,1543020512,"(17, 3)"
0,1543020513,"(17, 21)"
0,1543020514,"(13, 15)"
0,1543020515,"(16, 15)"
0,1543020516,"(4, 1)"
0,1543020517,"(10, 15)"
0,1543020518,"(17, 3)"
0,1543020519,"(4, 15)"
0,1543020520,"(3, 21)"
0,1543020521,"(3, 6)"
0,1543020522,"(10, 15)"
0,1543020523,"(17, 3)"
0,1543020524,"(17, 3)"
0,1543020525,"(17, 21)"
0,1543020526,"(13, 6)"
0,1543020527,"(7, 15)"
0,1543020528,"(13, 6)"
0,1543020529,"(7, 15)"
0,1543020530,"(10, 15)"
0,1543020531,"(13, 15)"
0,1543020532,"(4, 15)"
0,1543020533,"(4, 1)"
0,1543020534,"(4, 15)"
0,1543020535,"(4, 1)"
0,1543020536,"(3, 6)"
0,1543020537,"(13, 15)"
0,1543020538,"(13, 15)"
0,1543020539,"(4, 15)"
0,1543020540,"(16, 15)"
0,1543020541,"(3, 21)"
0,1543020542,"(13, 15)"
0,1543020543,"(17, 21)"
0,1543020544,"(17, 3)"
0,1543020545,"(17, 3)"
0,1543020546,"(13, 15)"
0,1543020547,"(16, 15)"
0,1543020548,"(13, 15)"
0,1543020549,"(4, 15)"
0,1543020550,"(4, 15)"
0,1543020551,"(4, 15)"
0,1543020552,"(16, 15)"
0,1543020553,"(7, 15)"
0,1543020554,"(7, 15)"
0,1543020555,"(16, 15)"
0,1543020556,"(3, 21)"
0,1543020557,"(13, 15)"
0,1543020558,"(7, 15)"
0,1543020559,"(3, 21)"
0,1543020560,"(3, 6)"
0,1543020561,"(16, 15)"
0,1543020562,"(13, 6)"
0,1543020563,"(3, 6)"
0,1543020564,"(16, 15)"
0,1543020565,"(3, 6)"
0,1543020566,"(3, 21)"
0,1543020567,"(4, 15)"
0,1543020568,"(4, 1)"
0,1543020569,"(4, 1)"
0,1543020570,"(7, 15)"
0,1543020571,"(10, 15)"
0,1543020572,"(17, 21)"
0,1543020573,"(13, 6)"
0,1543020574,"(4, 15)"
0,1543020575,"(4, 1)"
0,1543020576,"(4, 1)"
0,1543020577,"(17, 21)"
0,1543020578,"(10, 15)"
0,1543020579,"(3, 21)"
0,1543020580,"(13, 15)"
0,1543020581,"(13, 15)"
0,1543020582,"(3, 6)"
0,1543020583,"(4, 1)"
0,1543020584,"(16, 15)"
0,1543020585,"(4, 15)"
0,1543020586,"(10, 15)"
0,1543020587,"(17, 3)"
0,1543020588,"(17, 3)"
0,1543020589,"(13, 6)"
0,1543020590,"(4, 15)"
0,1543020591,"(17, 3)"
0,1543020592,"(4, 15)"
0,1543020593,"(4, 15)"
0,1543020594,"(16, 15)"
0,1543020595,"(7, 15)"
0,1543020596,"(7, 15)"
0,1543020597,"(10, 15)"
0,1543020598,"(3, 6)"
0,1543020599,"(10, 15)"
0,1543020600,"(7, 15)"
0,1543020601,"(4, 15)"
0,1543020602,"(13, 15)"
0,1543020603,"(17, 3)"
0,1543020604,"(16, 15)"
0,1543020605,"(10, 15)"
0,1543020606,"(3, 21)"
0,1543020607,"(17, 21)"
0,1543020608,"(7, 15)"
0,1543020609,"(16, 15)"
0,1543020610,"(17, 3)"
0,1543020611,"(16, 15)"
0,1543020612,"(4, 1)"
0,1543020613,"(17, 21)"
0,1543020614,"(4, 15)"
0,1543020615,"(3, 21)"
0,1543020616,"(4, 1)"
0,1543020617,"(13, 6)"
0,1543020618,"(3, 6)"
0,1543020619,"(17, 3)"
0,1543020620,"(13, 15)"
0,1543020621,"(4, 1)"
0,1543020622,"(3, 21)"
0,1543020623,"(7, 15)"
0,1543020624,"(3, 21)"
0,1543020625,"(17, 21)"
0,1543020626,"(10, 15)"
0,1543020627,"(3, 6)"
0,1543020628,"(7, 15)"
0,1543020629,"(13, 15)"
0,1543020630,"(13, 15)"
0,1543020631,"(7, 15)"
0,1543020632,"(4, 1)"
0,1543020633,"(17, 3)"
0,1543020634,"(4, 15)"
0,1543020635,"(17, 21)"
0,1543020636,"(3, 6)"
0,1543020637,"(13, 6)"
0,1543020638,"(3, 6)"
0,1543020639,"(4, 1)"
0,1543020640,"(10, 15)"
0,1543020641,"(3, 21)"
0,1543020642,"(17, 21)"
0,1543020643,"(10, 15)"
0,1543020644,"(3, 21)"
0,1543020645,"(17, 21)"
0,1543020646,"(3, 21)"
0,1543020647,"(13, 15)"
0,1543020648,"(17, 21)"
0,1543020649,"(16, 15)"
0,1543020650,"(16, 15)"
0,1543020651,"(17, 21)"
0,1543020652,"(4, 1)"
0,1543020653,"(3, 6)"
0,1543020654,"(17, 21)"
0,1543020655,"(10, 15)"
0,1543020656,"(4, 15)"
0,1543020657,"(4, 1)"
0,1543020658,"(17, 21)"
0,1543020659,"(13, 15)"
0,1543020660,"(13, 6)"
0,1543020661,"(3, 21)"
0,1543020662,"(10, 15)"
0,1543020663,"(16, 15)"
0,1543020664,"(17, 21)"
0,1543020665,"(4, 15)"
0,1543020666,"(4, 1)"
0,1543020667,"(13, 6)"
0,1543020668,"(3, 6)"
0,1543020669,"(4, 15)"
0,1543020670,"(17, 21)"
0,1543020671,"(10, 15)"
0,1543020672,"(4, 15)"
0,1543020673,"(4, 15)"
0,1543020674,"(4, 15)"
0,1543020675,"(17, 21)"
0,1543020676,"(13, 6)"
0,1543020677,"(3, 21)"
0,1543020678,"(3, 6)"
0,1543020679,"(7, 15)"
0,1543020680,"(4, 15)"
0,1543020681,"(13, 15)"
0,1543020682,"(7, 15)"
0,1543020683,"(13, 15)"
0,1543020684,"(4, 1)"
0,1543020685,"(17, 21)"
0,1543020686,"(3, 6)"
0,1543020687,"(10, 15)"
0,1543020688,"(4, 1)"
0,1543020689,"(13, 6)"
0,1543020690,"(4, 1)"
0,1543020691,"(3, 6)"
0,1543020692,"(17, 3)"
0,1543020693,"(13, 15)"
0,1543020694,"(16, 15)"
0,1543020695,"(10, 15)"
0,1543020696,"(4, 1)"
0,1543020697,"(3, 6)"
0,1543020698,"(13, 15)"
0,1543020699,"(3, 6)"
0,1543020700,"(13, 15)"
0,1543020701,"(7, 15)"
0,1543020702,"(4, 1)"
0,1543020703,"(7, 15)"
0,1543020704,"(4, 15)"
0,1543020705,"(4, 15)"
0,1543020706,"(17, 21)"
0,1543020707,"(16, 15)"
0,1543020708,"(3, 6)"
0,1543020709,"(4, 1)"
0,1543020710,"(4, 1)"
0,1543020711,"(17, 21)"
0,1543020712,"(16, 15)"
0,1543020713,"(4, 15)"
0,1543020714,"(3, 21)"
0,1543020715,"(16, 15)"
0,1543020716,"(17, 3)"
0,1543020717,"(3, 21)"
0,1543020718,"(7, 15)"
0,1543020719,"(3, 6)"
0,1543020720,"(7, 15)"
0,1543020721,"(4, 1)"
0,1543020722,"(16, 15)"
0,1543020723,"(4, 1)"
0,1543020724,"(16, 15)"
0,1543020725,"(16, 15)"
0,1543020726,"(7, 15)"
0,1543020727,"(16, 15)"
0,1543020728,"(17, 3)"
0,1543020729,"(13, 6)"
0,1543020730,"(4, 1)"
0,1543020731,"(4, 1)"
0,1543020732,"(7, 15)"
0,1543020733,"(10, 15)"
0,1543020734,"(13, 15)"
0,1543020735,"(10, 15)"
0,1543020736,"(4, 1)"
0,1543020737,"(17, 21)"
0,1543020738,"(13, 15)"
0,1543020739,"(4, 15)"
0,1543020740,"(16, 15)"
0,1543020741,"(16, 15)"
0,1543020742,"(17, 21)"
0,1543020743,"(3, 6)"
0,1543020744,"(7, 15)"
0,1543020745,"(3, 21)"
0,1543020746,"(13, 6)"
0,1543020747,"(7, 15)"
0,1543020748,"(7, 15)"
0,1543020749,"(7, 15)"
0,1543020750,"(13, 15)"
0,1543020751,"(3, 6)"
0,1543020752,"(13, 6)"
1,1543020253,"(17, 21)"
1,1543020254,"(4, 1)"
1,1543020255,"(17, 21)"
1,1543020256,"(16, 15)"
1,1543020257,"(16, 15)"
1,1543020258,"(13, 15)"
1,1543020259,"(16, 15)"
1,1543020260,"(3, 21)"
1,1543020261,"(3, 6)"
1,1543020262,"(3, 21)"
1,1543020263,"(13, 15)"
1,1543020264,"(4, 1)"
1,1543020265,"(4, 1)"
1,1543020266,"(10, 15)"
1,1543020267,"(4, 1)"
1,1543020268,"(4, 1)"
1,1543020269,"(3, 6)"
1,1543020270,"(13, 15)"
1,1543020271,"(10, 15)"
1,1543020272,"(17, 3)"
1,1543020273,"(3, 6)"
1,1543020274,"(3, 21)"
1,1543020275,"(17, 21)"
1,1543020276,"(17, 3)"
1,1543020277,"(7, 15)"
1,1543020278,"(13, 15)"
1,1543020279,"(10, 15)"
1,1543020280,"(17, 3)"
1,1543020281,"(10, 15)"
1,1543020282,"(4, 1)"
1,1543020283,"(4, 15)"
1,1543020284,"(10, 15)"
1,1543020285,"(7, 15)"
1,1543020286,"(4, 15)"
1,1543020287,"(16, 15)"
1,1543020288,"(17, 3)"
1,1543020289,"(7, 15)"
1,1543020290,"(17, 3)"
1,1543020291,"(13, 15)"
1,1543020292,"(7, 15)"
1,1543020293,"(4, 1)"
1,1543020294,"(13, 15)"
1,1543020295,"(17, 21)"
1,1543020296,"(17, 3)"
1,1543020297,"(3, 6)"
1,1543020298,"(10, 15)"
1,1543020299,"(4, 1)"
1,1543020300,"(17, 21)"
1,1543020301,"(3, 21)"
1,1543020302,"(13, 15)"
1,1543020303,"(17, 21)"
1,1543020304,"(7, 15)"
1,1543020305,"(3, 21)"
1,1543020306,"(16, 15)"
1,1543020307,"(10, 15)"
1,1543020308,"(3, 21)"
1,1543020309,"(13, 15)"
1,1543020310,"(10, 15)"
1,1543020311,"(7, 15)"
1,1543020312,"(13, 6)"
1,1543020313,"(10, 15)"
1,1543020314,"(7, 15)"
1,1543020315,"(4, 1)"
1,1543020316,"(16, 15)"
1,1543020317,"(4, 15)"
1,1543020318,"(3, 21)"
1,1543020319,"(13, 6)"
1,1543020320,"(3, 21)"
1,1543020321,"(17, 3)"
1,1543020322,"(4, 15)"
1,1543020323,"(10, 15)"
1,1543020324,"(4, 15)"
1,1543020325,"(4, 15)"
1,1543020326,"(17, 21)"
1,1543020327,"(4, 1)"
1,1543020328,"(4, 1)"
1,1543020329,"(4, 1)"
1,1543020330,"(4, 15)"
1,1543020331,"(16, 15)"
1,1543020332,"(13, 15)"
1,1543020333,"(3, 6)"
1,1543020334,"(17, 21)"
1,1543020335,"(17, 3)"
1,1543020336,"(3, 21)"
1,1543020337,"(10, 15)"
1,1543020338,"(4, 15)"
1,1543020339,"(3, 21)"
1,1543020340,"(16, 15)"
1,1543020341,"(17, 3)"
1,1543020342,"(4, 15)"
1,1543020343,"(3, 6)"
1,1543020344,"(17, 21)"
1,1543020345,"(3, 6)"
1,1543020346,"(4, 15)"
1,1543020347,"(4, 15)"
1,1543020348,"(4, 15)"
1,1543020349,"(17, 3)"
1,1543020350,"(3, 21)"
1,1543020351,"(10, 15)"
1,1543020352,"(17, 21)"
1,1543020353,"(16, 15)"
1,1543020354,"(3, 6)"
1,1543020355,"(13, 15)"
1,1543020356,"(13, 15)"
1,1543020357,"(4, 1)"
1,1543020358,"(17, 3)"
1,1543020359,"(3, 21)"
1,1543020360,"(4, 15)"
1,1543020361,"(16, 15)"
1,1543020362,"(10, 15)"
1,1543020363,"(16, 15)"
1,1543020364,"(4, 15)"
1,1543020365,"(3, 6)"
1,1543020366,"(17, 21)"
1,1543020367,"(17, 3)"
1,1543020368,"(13, 6)"
1,1543020369,"(4, 15)"
1,1543020370,"(3, 21)"
1,1543020371,"(10, 15)"
1,1543020372,"(17, 3)"
1,1543020373,"(13, 6)"
1,1543020374,"(7, 15)"
1,1543020375,"(4, 15)"
1,1543020376,"(16, 15)"
1,1543020377,"(4, 15)"
1,1543020378,"(7, 15)"
1,1543020379,"(7, 15)"
1,1543020380,"(7, 15)"
1,1543020381,"(16, 15)"
1,1543020382,"(13, 15)"
1,1543020383,"(10, 15)"
1,1543020384,"(16, 15)"
1,1543020385,"(3, 21)"
1,1543020386,"(13, 15)"
1,1543020387,"(16, 15)"
1,1543020388,"(4, 15)"
1,1543020389,"(4, 15)"
1,1543020390,"(7, 15)"
1,1543020391,"(7, 15)"
1,1543020392,"(10, 15)"
1,1543020393,"(3, 21)"
1,1543020394,"(13, 6)"
1,1543020395,"(17, 21)"
1,1543020396,"(4, 1)"
1,1543020397,"(16, 15)"
1,1543020398,"(13, 6)"
1,1543020399,"(17, 3)"
1,1543020400,"(16, 15)"
1,1543020401,"(7, 15)"
1,1543020402,"(4, 1)"
1,1543020403,"(3, 21)"
1,1543020404,"(3, 6)"
1,1543020405,"(16, 15)"
1,1543020406,"(7, 15)"
1,1543020407,"(3, 6)"
1,1543020408,"(4, 15)"
1,1543020409,"(4, 1)"
1,1543020410,"(10, 15)"
1,1543020411,"(4, 1)"
1,1543020412,"(13, 6)"
1,1543020413,"(17, 21)"
1,1543020414,"(16, 15)"
1,1543020415,"(3, 6)"
1,1543020416,"(17, 21)"
1,1543020417,"(3, 6)"
1,1543020418,"(16, 15)"
1,1543020419,"(4, 1)"
1,1543020420,"(4, 1)"
1,1543020421,"(4, 1)"
1,1543020422,"(4, 1)"
1,1543020423,"(13, 15)"
1,1543020424,"(3, 6)"
1,1543020425,"(7, 15)"
1,1543020426,"(10, 15)"
1,1543020427,"(4, 1)"
1,1543020428,"(13, 6)"
1,1543020429,"(4, 1)"
1,1543020430,"(10, 15)"
1,1543020431,"(13, 15)"
1,1543020432,"(17, 3)"
1,1543020433,"(10, 15)"
1,1543020434,"(3, 6)"
1,1543020435,"(3, 6)"
1,1543020436,"(3, 21)"
1,1543020437,"(16, 15)"
1,1543020438,"(16, 15)"
1,1543020439,"(10, 15)"
1,1543020440,"(4, 1)"
1,1543020441,"(17, 21)"
1,1543020442,"(4, 15)"
1,1543020443,"(3, 21)"
1,1543020444,"(10, 15)"
1,1543020445,"(3, 6)"
1,1543020446,"(4, 15)"
1,1543020447,"(3, 6)"
1,1543020448,"(17, 21)"
1,1543020449,"(3, 21)"
1,1543020450,"(10, 15)"
1,1543020451,"(3, 21)"
1,1543020452,"(16, 15)"
1,1543020453,"(13, 15)"
1,1543020454,"(7, 15)"
1,1543020455,"(4, 15)"
1,1543020456,"(17, 3)"
1,1543020457,"(3, 21)"
1,1543020458,"(3, 21)"
1,1543020459,"(4, 15)"
1,1543020460,"(7, 15)"
1,1543020461,"(13, 15)"
1,1543020462,"(3, 6)"
1,1543020463,"(17, 21)"
1,1543020464,"(16, 15)"
1,1543020465,"(7, 15)"
1,1543020466,"(7, 15)"
1,1543020467,"(13, 15)"
1,1543020468,"(4, 1)"
1,1543020469,"(16, 15)"
1,1543020470,"(17, 3)"
1,1543020471,"(17, 21)"
1,1543020472,"(7, 15)"
1,1543020473,"(7, 15)"
1,1543020474,"(4, 15)"
1,1543020475,"(4, 1)"
1,1543020476,"(10, 15)"
1,1543020477,"(13, 15)"
1,1543020478,"(13, 15)"
1,1543020479,"(3, 21)"
1,1543020480,"(4, 1)"
1,1543020481,"(3, 6)"
1,1543020482,"(7, 15)"
1,1543020483,"(17, 21)"
1,1543020484,"(3, 21)"
1,1543020485,"(7, 15)"
1,1543020486,"(13, 15)"
1,1543020487,"(17, 3)"
1,1543020488,"(4, 1)"
1,1543020489,"(10, 15)"
1,1543020490,"(4, 1)"
1,1543020491,"(16, 15)"
1,1543020492,"(7, 15)"
1,1543020493,"(17, 3)"
1,1543020494,"(7, 15)"
1,1543020495,"(13, 6)"
1,1543020496,"(4, 15)"
1,1543020497,"(3, 21)"
1,1543020498,"(4, 15)"
1,1543020499,"(13, 6)"
1,1543020500,"(13, 15)"
1,1543020501,"(4, 1)"
1,1543020502,"(10, 15)"
1,1543020503,"(17, 3)"
1,1543020504,"(7, 15)"
1,1543020505,"(17, 3)"
1,1543020506,"(4, 1)"
1,1543020507,"(17, 21)"
1,1543020508,"(17, 3)"
1,1543020509,"(7, 15)"
1,1543020510,"(13, 15)"
1,1543020511,"(10, 15)"
1,1543020512,"(17, 21)"
1,1543020513,"(17, 3)"
1,1543020514,"(4, 15)"
1,1543020515,"(13, 6)"
1,1543020516,"(17, 3)"
1,1543020517,"(3, 21)"
1,1543020518,"(4, 1)"
1,1543020519,"(17, 21)"
1,1543020520,"(3, 6)"
1,1543020521,"(3, 21)"
1,1543020522,"(7, 15)"
1,1543020523,"(13, 6)"
1,1543020524,"(13, 15)"
1,1543020525,"(4, 1)"
1,1543020526,"(16, 15)"
1,1543020527,"(13, 15)"
1,1543020528,"(3, 21)"
1,1543020529,"(13, 15)"
1,1543020530,"(13, 15)"
1,1543020531,"(13, 6)"
1,1543020532,"(17, 21)"
1,1543020533,"(3, 21)"
1,1543020534,"(4, 1)"
1,1543020535,"(17, 21)"
1,1543020536,"(7, 15)"
1,1543020537,"(17, 3)"
1,1543020538,"(17, 21)"
1,1543020539,"(10, 15)"
1,1543020540,"(4, 15)"
1,1543020541,"(17, 21)"
1,1543020542,"(4, 1)"
1,1543020543,"(13, 15)"
1,1543020544,"(13, 15)"
1,1543020545,"(13, 15)"
1,1543020546,"(4, 15)"
1,1543020547,"(13, 6)"
1,1543020548,"(13, 15)"
1,1543020549,"(13, 6)"
1,1543020550,"(10, 15)"
1,1543020551,"(10, 15)"
1,1543020552,"(10, 15)"
1,1543020553,"(10, 15)"
1,1543020554,"(7, 15)"
1,1543020555,"(17, 3)"
1,1543020556,"(3, 21)"
1,1543020557,"(10, 15)"
1,1543020558,"(13, 6)"
1,1543020559,"(17, 21)"
1,1543020560,"(3, 6)"
1,1543020561,"(10, 15)"
1,1543020562,"(17, 21)"
1,1543020563,"(17, 3)"
1,1543020564,"(16, 15)"
1,1543020565,"(3, 21)"
1,1543020566,"(4, 15)"
1,1543020567,"(7, 15)"
1,1543020568,"(3, 21)"
1,1543020569,"(4, 15)"
1,1543020570,"(7, 15)"
1,1543020571,"(16, 15)"
1,1543020572,"(16, 15)"
1,1543020573,"(3, 21)"
1,1543020574,"(10, 15)"
1,1543020575,"(17, 3)"
1,1543020576,"(13, 15)"
1,1543020577,"(17, 21)"
1,1543020578,"(13, 15)"
1,1543020579,"(7, 15)"
1,1543020580,"(4, 15)"
1,1543020581,"(7, 15)"
1,1543020582,"(4, 15)"
1,1543020583,"(10, 15)"
1,1543020584,"(16, 15)"
1,1543020585,"(4, 1)"
1,1543020586,"(4, 15)"
1,1543020587,"(17, 3)"
1,1543020588,"(17, 21)"
1,1543020589,"(7, 15)"
1,1543020590,"(13, 6)"
1,1543020591,"(17, 21)"
1,1543020592,"(4, 15)"
1,1543020593,"(13, 15)"
1,1543020594,"(13, 15)"
1,1543020595,"(17, 3)"
1,1543020596,"(17, 21)"
1,1543020597,"(10, 15)"
1,1543020598,"(13, 15)"
1,1543020599,"(4, 1)"
1,1543020600,"(4, 15)"
1,1543020601,"(17, 3)"
1,1543020602,"(13, 6)"
1,1543020603,"(17, 21)"
1,1543020604,"(3, 6)"
1,1543020605,"(17, 3)"
1,1543020606,"(10, 15)"
1,1543020607,"(17, 21)"
1,1543020608,"(17, 21)"
1,1543020609,"(13, 6)"
1,1543020610,"(4, 1)"
1,1543020611,"(13, 6)"
1,1543020612,"(3, 6)"
1,1543020613,"(3, 6)"
1,1543020614,"(10, 15)"
1,1543020615,"(13, 15)"
1,1543020616,"(7, 15)"
1,1543020617,"(16, 15)"
1,1543020618,"(3, 6)"
1,1543020619,"(17, 3)"
1,1543020620,"(3, 21)"
1,1543020621,"(10, 15)"
1,1543020622,"(17, 3)"
1,1543020623,"(4, 1)"
1,1543020624,"(4, 1)"
1,1543020625,"(4, 1)"
